trajet_id,ville_depart,ville_arrivee,distance_km,duree_prevue_h,retard_min,prix_billet,nb_passagers,capacite_bus,type_bus,jour_semaine,periode_depart,condition_route,carburant_litre,satisfaction_client
902,Tsévié,Lomé,148.0,2.7,106.0,,28.0,50.0,Standard,Vendredi,Après-midi,Moyenne,50.2,1
903,Tsévié,Atakpamé,135.0,7.1,162.0,9327.0,13.0,50.0,Standard,,Après-midi,Mauvaise,59.3,4
904,Dapaong,Tsévié,,9.7,,10513.0,30.0,30.0,Climatisé,Mardi,Après-midi,Mauvaise,,5
905,Dapaong,Atakpamé,478.0,9.0,57.0,10060.0,17.0,30.0,VIP,Dimanche,Matin,Mauvaise,,3
906,Tsévié,Dapaong,174.0,6.9,3.0,6225.0,59.0,50.0,Standard,Mercredi,Soir,Bonne,15.3,5
907,Lomé,Lomé,101.0,1.8,19.0,5315.0,33.0,50.0,Climatisé,Jeudi,Après-midi,Mauvaise,69.8,5
908,Lomé,Sokodé,324.0,,167.0,2659.0,53.0,40.0,VIP,Dimanche,Après-midi,Bonne,76.4,1
909,Sokodé,Kara,95.0,9.5,,7157.0,50.0,,VIP,Mercredi,Après-midi,Mauvaise,27.6,5
910,Sokodé,Atakpamé,89.0,7.9,41.0,3828.0,22.0,30.0,Standard,,Matin,Moyenne,22.4,1
911,Tsévié,Sokodé,96.0,9.0,175.0,2347.0,38.0,70.0,VIP,Vendredi,Soir,Moyenne,15.2,2
912,Sokodé,Dapaong,242.0,7.8,,10206.0,13.0,50.0,,Mardi,Matin,Bonne,74.9,3
913,Lomé,Kara,266.0,8.9,,7109.0,31.0,,VIP,Lundi,Après-midi,Moyenne,60.6,1
914,Atakpamé,Dapaong,575.0,5.0,90.0,1546.0,17.0,50.0,VIP,,Matin,Bonne,67.7,5
915,,Kara,448.0,10.0,179.0,9061.0,52.0,60.0,Climatisé,Mardi,Matin,Bonne,71.2,5
916,Kara,,649.0,2.2,167.0,11082.0,13.0,70.0,VIP,Mercredi,Soir,Bonne,48.8,5
917,Lomé,Atakpamé,156.0,6.6,45.0,5125.0,48.0,60.0,VIP,,Matin,Mauvaise,56.1,2
918,,Dapaong,611.0,11.6,145.0,6408.0,49.0,40.0,Standard,Samedi,Matin,Bonne,69.9,1
919,Sokodé,Sokodé,257.0,7.5,99.0,11873.0,60.0,50.0,VIP,Dimanche,Après-midi,Moyenne,34.7,3
920,Tsévié,Sokodé,360.0,3.8,109.0,2052.0,16.0,60.0,VIP,Mardi,Après-midi,Bonne,48.9,5
921,Kara,Atakpamé,508.0,7.2,,3727.0,69.0,60.0,VIP,Mercredi,,Mauvaise,56.8,5
922,Atakpamé,Lomé,241.0,4.1,156.0,4716.0,23.0,30.0,VIP,Mardi,Matin,Bonne,,2
923,Atakpamé,Kara,348.0,5.0,69.0,,52.0,50.0,Climatisé,,Soir,Moyenne,41.1,2
924,Tsévié,Kara,645.0,1.5,94.0,5648.0,5.0,70.0,VIP,Vendredi,Matin,Mauvaise,78.9,1
925,Atakpamé,Sokodé,171.0,10.8,50.0,2052.0,48.0,50.0,,Lundi,Après-midi,Mauvaise,58.2,5
926,Dapaong,Sokodé,244.0,2.9,44.0,2838.0,58.0,50.0,VIP,Mardi,Après-midi,Mauvaise,76.6,2
927,Lomé,Lomé,407.0,9.8,32.0,8959.0,55.0,40.0,Climatisé,Mercredi,Soir,Bonne,73.1,4
928,Kara,Dapaong,67.0,9.4,28.0,,28.0,40.0,Climatisé,Lundi,Matin,Moyenne,65.1,2
929,Dapaong,Tsévié,217.0,1.7,141.0,3300.0,59.0,50.0,Standard,Vendredi,Soir,Bonne,46.6,1
930,Sokodé,Lomé,191.0,1.7,,4073.0,27.0,50.0,VIP,Mardi,Après-midi,Mauvaise,,4
931,Lomé,,,5.1,156.0,3255.0,47.0,40.0,VIP,Samedi,Soir,Moyenne,,2
932,Lomé,Dapaong,326.0,5.0,51.0,9621.0,58.0,60.0,Climatisé,Lundi,Matin,Mauvaise,48.4,2
933,Atakpamé,Atakpamé,606.0,7.0,19.0,2722.0,56.0,60.0,VIP,Jeudi,Matin,Mauvaise,,2
934,Sokodé,Atakpamé,468.0,2.7,,4719.0,13.0,70.0,Climatisé,,Après-midi,Mauvaise,,1
935,Dapaong,Dapaong,469.0,7.1,,7326.0,69.0,60.0,,Dimanche,Après-midi,Bonne,64.4,4
936,Kara,Tsévié,186.0,9.7,14.0,11589.0,26.0,50.0,VIP,Dimanche,Soir,Moyenne,59.4,3
937,Lomé,Dapaong,51.0,9.5,158.0,,55.0,70.0,Climatisé,Lundi,Après-midi,Moyenne,19.1,3
938,Dapaong,Dapaong,132.0,10.1,129.0,11589.0,18.0,30.0,Climatisé,Jeudi,Soir,Mauvaise,21.0,5
939,Atakpamé,Lomé,467.0,,69.0,2446.0,61.0,30.0,Standard,Dimanche,Soir,Moyenne,24.5,3
940,Sokodé,Atakpamé,113.0,,34.0,3514.0,54.0,30.0,Standard,Samedi,Après-midi,Bonne,34.9,5
941,Lomé,Lomé,,10.3,26.0,,11.0,,Standard,Jeudi,Matin,Moyenne,49.0,2
942,Dapaong,Atakpamé,634.0,8.0,26.0,4563.0,65.0,60.0,,Vendredi,Après-midi,Bonne,60.3,4
943,Tsévié,,260.0,4.3,95.0,8747.0,48.0,40.0,Standard,Dimanche,Matin,Bonne,73.3,2
944,Lomé,Tsévié,560.0,5.4,,9780.0,50.0,50.0,VIP,Mercredi,Après-midi,,49.4,3
945,Lomé,,170.0,6.9,62.0,6990.0,,50.0,VIP,Mardi,Après-midi,Mauvaise,47.6,4
946,Lomé,Sokodé,258.0,1.8,48.0,2421.0,32.0,30.0,,Jeudi,Matin,Mauvaise,21.3,5
947,Kara,Atakpamé,158.0,10.7,178.0,2782.0,43.0,40.0,,Jeudi,,Bonne,41.9,2
948,Atakpamé,Atakpamé,451.0,5.8,63.0,8827.0,54.0,30.0,VIP,Mercredi,Matin,Moyenne,17.3,5
949,Dapaong,,534.0,5.4,90.0,10835.0,23.0,30.0,VIP,Vendredi,Matin,Moyenne,32.5,1
950,Sokodé,Sokodé,140.0,3.5,8.0,11286.0,30.0,60.0,Climatisé,Mercredi,Soir,Moyenne,72.6,2
951,Dapaong,Kara,104.0,6.6,,3368.0,25.0,70.0,VIP,Mercredi,Après-midi,Bonne,60.6,1
952,Atakpamé,Kara,391.0,4.0,150.0,2536.0,31.0,60.0,VIP,Jeudi,Matin,Moyenne,18.4,5
953,Tsévié,Lomé,196.0,10.2,47.0,3212.0,49.0,,Climatisé,Vendredi,Matin,Moyenne,57.0,4
954,Dapaong,Kara,377.0,12.0,166.0,4949.0,30.0,50.0,Standard,Mercredi,Soir,Mauvaise,61.4,2
955,Tsévié,Lomé,417.0,5.2,170.0,3173.0,32.0,60.0,Climatisé,Lundi,Après-midi,Mauvaise,62.3,5
956,Atakpamé,Lomé,283.0,3.1,172.0,,47.0,40.0,VIP,Jeudi,,Mauvaise,65.8,1
957,Lomé,Lomé,331.0,2.1,140.0,8424.0,35.0,60.0,VIP,Mercredi,Soir,Moyenne,33.9,5
958,Dapaong,Kara,555.0,7.5,3.0,,30.0,70.0,Climatisé,Lundi,,Bonne,51.0,2
959,Kara,Atakpamé,603.0,,133.0,11930.0,37.0,30.0,Climatisé,Mercredi,Matin,Bonne,67.7,5
960,Kara,Dapaong,246.0,11.0,89.0,,57.0,,Standard,Dimanche,Soir,Bonne,59.0,4
961,Lomé,Dapaong,150.0,2.1,,4021.0,33.0,30.0,Climatisé,Mardi,Après-midi,Moyenne,29.1,5
962,Sokodé,Lomé,352.0,11.5,91.0,5707.0,35.0,40.0,Standard,Dimanche,Soir,Bonne,68.6,4
963,Lomé,Atakpamé,200.0,5.3,143.0,2929.0,63.0,50.0,Standard,Jeudi,Après-midi,Moyenne,33.9,5
964,Atakpamé,Sokodé,,,21.0,6352.0,20.0,50.0,Climatisé,Jeudi,Soir,Bonne,58.2,2
965,Dapaong,Kara,427.0,2.6,32.0,,6.0,60.0,VIP,,Après-midi,Moyenne,17.1,2
966,Kara,Kara,354.0,8.9,99.0,9512.0,56.0,70.0,Climatisé,Mardi,Matin,Mauvaise,,3
967,Tsévié,Dapaong,535.0,5.4,93.0,7852.0,42.0,30.0,,,Matin,Moyenne,69.8,3
968,Lomé,Lomé,,7.6,59.0,10908.0,64.0,50.0,VIP,Vendredi,Soir,Bonne,55.5,4
969,Tsévié,Atakpamé,340.0,10.6,11.0,10387.0,23.0,30.0,,Jeudi,Matin,Mauvaise,36.5,4
970,Lomé,Atakpamé,549.0,6.0,8.0,9645.0,17.0,40.0,Climatisé,Samedi,Soir,Moyenne,77.6,4
971,Kara,Kara,63.0,7.7,51.0,11611.0,32.0,70.0,Standard,Jeudi,Matin,Bonne,60.5,5
972,Atakpamé,Atakpamé,178.0,10.6,172.0,8179.0,30.0,70.0,Standard,Jeudi,Après-midi,Mauvaise,23.7,3
973,Lomé,Atakpamé,252.0,11.9,4.0,7594.0,11.0,60.0,VIP,Mercredi,Après-midi,Bonne,41.8,1
974,Lomé,Kara,373.0,9.3,13.0,8971.0,61.0,50.0,VIP,Vendredi,Soir,Mauvaise,60.4,4
975,Sokodé,Atakpamé,342.0,8.5,138.0,5125.0,15.0,40.0,Climatisé,,Soir,Moyenne,35.1,5
976,,Atakpamé,237.0,,49.0,8300.0,,70.0,Standard,Jeudi,Après-midi,Mauvaise,57.1,5
977,Tsévié,Dapaong,205.0,11.4,54.0,3235.0,69.0,40.0,VIP,Mercredi,Après-midi,,52.6,2
978,Atakpamé,Kara,258.0,7.4,113.0,8961.0,79.0,70.0,VIP,Vendredi,Matin,Moyenne,55.4,3
979,Lomé,Lomé,,5.6,93.0,5448.0,13.0,70.0,Standard,Mardi,Après-midi,Mauvaise,20.3,3
980,Dapaong,Lomé,560.0,5.9,55.0,6288.0,67.0,70.0,Standard,Jeudi,Soir,Bonne,70.1,5
981,Sokodé,Tsévié,219.0,1.8,38.0,10476.0,43.0,40.0,Climatisé,Mardi,Soir,,17.4,4
982,Tsévié,Dapaong,546.0,9.0,24.0,5534.0,64.0,40.0,VIP,Samedi,Matin,Mauvaise,49.4,3
983,Lomé,Kara,547.0,9.0,125.0,11755.0,55.0,50.0,Climatisé,Dimanche,Matin,Moyenne,23.7,2
984,Dapaong,Dapaong,503.0,4.8,155.0,2382.0,,30.0,Climatisé,Mercredi,Après-midi,Mauvaise,,2
985,Lomé,Tsévié,647.0,4.5,0.0,6281.0,52.0,50.0,VIP,Samedi,Après-midi,Mauvaise,30.8,4
986,Atakpamé,,379.0,9.6,80.0,6811.0,34.0,50.0,Climatisé,Samedi,Après-midi,Moyenne,67.3,4
987,Sokodé,Kara,538.0,3.8,153.0,9322.0,,50.0,Climatisé,Vendredi,Matin,Moyenne,46.4,3
988,Atakpamé,Tsévié,130.0,8.3,64.0,,53.0,50.0,Standard,Vendredi,Après-midi,Mauvaise,36.8,1
989,Sokodé,Kara,168.0,,94.0,6407.0,56.0,30.0,VIP,Mardi,,Mauvaise,38.9,5
990,,Dapaong,581.0,5.2,92.0,9864.0,11.0,70.0,VIP,Samedi,Soir,Bonne,41.0,2
991,Lomé,Kara,256.0,2.0,,11323.0,52.0,60.0,VIP,,Matin,Mauvaise,50.9,3
992,Tsévié,Kara,406.0,5.3,112.0,9037.0,65.0,40.0,Standard,Jeudi,Après-midi,Mauvaise,28.7,5
993,Dapaong,Atakpamé,,8.6,124.0,3845.0,56.0,30.0,Climatisé,Dimanche,,Mauvaise,30.1,4
994,Dapaong,Lomé,120.0,6.1,179.0,3284.0,58.0,60.0,Climatisé,Mardi,Après-midi,Moyenne,54.8,4
995,Dapaong,Tsévié,618.0,11.2,24.0,7631.0,52.0,60.0,Climatisé,Mercredi,Soir,Bonne,70.3,5
996,Lomé,Sokodé,283.0,7.0,154.0,7120.0,23.0,40.0,VIP,Samedi,Matin,Bonne,39.6,2
997,Atakpamé,Dapaong,328.0,11.7,154.0,10935.0,64.0,40.0,Standard,Jeudi,Matin,Moyenne,31.9,3
998,Lomé,,296.0,8.5,2.0,10473.0,21.0,50.0,Standard,Samedi,Soir,Bonne,69.9,2
999,Atakpamé,,566.0,10.1,133.0,10972.0,,30.0,Standard,Mardi,Après-midi,Bonne,53.3,4
1000,Atakpamé,Sokodé,192.0,8.2,9.0,9752.0,22.0,50.0,VIP,Samedi,,Mauvaise,39.8,4
1001,Lomé,Tsévié,347.0,6.8,161.0,10213.0,52.0,40.0,VIP,Jeudi,Après-midi,Moyenne,42.2,5
1002,Atakpamé,Kara,163.0,7.5,101.0,7052.0,16.0,50.0,Standard,Dimanche,Après-midi,Mauvaise,28.1,1
1003,Tsévié,Tsévié,466.0,10.2,37.0,6925.0,57.0,30.0,Standard,Lundi,Matin,Bonne,44.1,2
1004,Dapaong,Sokodé,,7.4,142.0,1642.0,69.0,60.0,VIP,Mercredi,Soir,Bonne,41.0,1
1005,,Tsévié,500.0,11.2,143.0,4518.0,56.0,30.0,Standard,Samedi,Soir,Moyenne,74.0,4
1006,,Dapaong,197.0,4.7,50.0,3693.0,53.0,50.0,VIP,Jeudi,Après-midi,Moyenne,30.4,4
1007,Kara,Tsévié,374.0,5.9,35.0,5033.0,28.0,50.0,VIP,Mercredi,,Moyenne,67.8,3
1008,Dapaong,Dapaong,554.0,6.4,25.0,7847.0,,40.0,VIP,,Après-midi,Moyenne,76.4,5
1009,Dapaong,Kara,453.0,8.4,146.0,,20.0,60.0,,Mardi,Matin,Moyenne,30.2,1
1010,Sokodé,Tsévié,285.0,9.7,10.0,2546.0,69.0,50.0,VIP,Dimanche,Matin,Bonne,,4
1011,Lomé,Lomé,454.0,,34.0,10115.0,11.0,40.0,Standard,Dimanche,Matin,Bonne,51.6,2
1012,Dapaong,Kara,165.0,10.7,,9904.0,37.0,50.0,Climatisé,Samedi,Matin,Mauvaise,55.1,4
1013,Kara,Sokodé,386.0,11.6,45.0,10409.0,25.0,30.0,Standard,Samedi,Matin,Moyenne,27.3,5
1014,Dapaong,Atakpamé,260.0,1.9,176.0,9173.0,23.0,50.0,VIP,Dimanche,Soir,Bonne,54.5,2
1015,Sokodé,Lomé,614.0,1.5,76.0,5048.0,13.0,60.0,VIP,Mercredi,Soir,Bonne,78.7,2
1016,Lomé,,222.0,4.1,152.0,1768.0,48.0,40.0,Climatisé,Lundi,Soir,Mauvaise,27.8,2
1017,Kara,Lomé,553.0,2.6,16.0,3381.0,50.0,40.0,Climatisé,Vendredi,Matin,Moyenne,52.8,1
1018,Kara,Lomé,257.0,,117.0,3924.0,18.0,70.0,Climatisé,Vendredi,Soir,Moyenne,40.5,3
1019,Sokodé,Dapaong,458.0,10.0,175.0,2059.0,46.0,50.0,VIP,Samedi,Soir,Moyenne,46.0,3
1020,Atakpamé,,585.0,2.8,22.0,5603.0,8.0,40.0,,Jeudi,Soir,Mauvaise,49.6,3
1021,Lomé,Lomé,162.0,6.9,116.0,6725.0,9.0,40.0,,Mercredi,Après-midi,Mauvaise,34.3,3
1022,Kara,Dapaong,513.0,11.1,67.0,2780.0,39.0,30.0,VIP,Samedi,,Moyenne,66.0,4
1023,Lomé,Atakpamé,475.0,3.0,48.0,4074.0,54.0,70.0,Standard,,,Moyenne,,4
1024,Atakpamé,Lomé,331.0,,132.0,9753.0,54.0,40.0,Climatisé,Vendredi,Après-midi,Moyenne,53.7,3
1025,,Atakpamé,338.0,9.3,103.0,,33.0,40.0,Standard,Vendredi,Soir,Moyenne,50.7,3
1026,Atakpamé,Kara,329.0,11.1,60.0,5955.0,27.0,50.0,Climatisé,Mercredi,Après-midi,Mauvaise,24.1,4
1027,,Lomé,,7.7,17.0,9973.0,37.0,50.0,Climatisé,Lundi,Après-midi,Moyenne,17.2,4
1028,Atakpamé,Lomé,649.0,6.8,27.0,1994.0,46.0,30.0,Standard,Vendredi,,Bonne,50.8,2
1029,Dapaong,Sokodé,463.0,6.4,132.0,11709.0,9.0,70.0,Standard,Dimanche,Matin,Moyenne,42.5,5
1030,Atakpamé,Tsévié,505.0,4.9,177.0,8480.0,11.0,30.0,Climatisé,Lundi,Soir,Mauvaise,16.8,4
1031,Atakpamé,Kara,,6.3,9.0,2889.0,16.0,40.0,,Samedi,Soir,Moyenne,20.3,4
1032,Kara,Lomé,614.0,3.4,164.0,10538.0,28.0,40.0,VIP,Jeudi,Soir,Mauvaise,29.6,1
1033,Sokodé,Kara,224.0,8.6,94.0,10180.0,34.0,60.0,Standard,Vendredi,Après-midi,Bonne,49.9,1
1034,Dapaong,Kara,427.0,3.7,82.0,7683.0,49.0,70.0,Standard,Mercredi,Après-midi,Moyenne,74.9,1
1035,Lomé,Dapaong,379.0,,137.0,2027.0,48.0,50.0,VIP,Mercredi,Soir,Moyenne,24.9,5
1036,Sokodé,Tsévié,247.0,6.4,,4841.0,46.0,60.0,Standard,Dimanche,Après-midi,Mauvaise,20.9,5
1037,Tsévié,Lomé,439.0,9.9,101.0,10046.0,40.0,50.0,VIP,Lundi,Après-midi,Bonne,16.0,4
1038,Dapaong,Sokodé,527.0,3.9,,5466.0,6.0,70.0,Climatisé,Vendredi,Matin,Bonne,18.9,3
1039,Dapaong,Atakpamé,350.0,10.0,169.0,,26.0,30.0,Standard,Mercredi,Matin,Bonne,,2
1040,Kara,Lomé,469.0,9.1,,10720.0,14.0,30.0,Climatisé,Dimanche,Après-midi,Mauvaise,47.5,5
1041,Kara,Dapaong,320.0,,119.0,4647.0,64.0,60.0,,Mardi,Après-midi,Mauvaise,45.8,2
1042,Dapaong,Kara,642.0,7.7,99.0,8567.0,39.0,30.0,VIP,Vendredi,Après-midi,,51.9,1
1043,Lomé,Lomé,478.0,4.4,,11055.0,5.0,30.0,Climatisé,Vendredi,,Mauvaise,19.0,2
1044,Lomé,Sokodé,56.0,6.6,91.0,7731.0,25.0,60.0,,Samedi,Matin,Mauvaise,37.3,5
1045,Lomé,Atakpamé,197.0,4.1,162.0,,42.0,70.0,VIP,Samedi,Soir,Mauvaise,,1
1046,Tsévié,,634.0,3.0,98.0,,20.0,40.0,VIP,Samedi,Matin,Mauvaise,33.9,1
1047,Atakpamé,Tsévié,379.0,7.6,85.0,4478.0,41.0,50.0,Climatisé,Samedi,Après-midi,Moyenne,47.5,1
1048,Sokodé,Lomé,116.0,9.6,26.0,1623.0,23.0,50.0,Standard,Lundi,Soir,Mauvaise,42.7,4
1049,Atakpamé,Lomé,589.0,6.1,,7311.0,30.0,50.0,Climatisé,Vendredi,Soir,Bonne,22.4,3
1050,Dapaong,Lomé,350.0,,148.0,1629.0,57.0,50.0,VIP,Samedi,Soir,,39.8,4
1051,Lomé,Lomé,341.0,8.9,49.0,7567.0,68.0,,VIP,Mercredi,Soir,Moyenne,28.0,2
1052,Tsévié,Kara,77.0,6.2,95.0,8435.0,15.0,,Standard,Samedi,Matin,Moyenne,,5
1053,Lomé,Lomé,599.0,9.3,51.0,7599.0,36.0,50.0,VIP,Vendredi,Après-midi,Bonne,27.9,4
1054,Dapaong,Tsévié,536.0,4.8,77.0,5406.0,43.0,30.0,Standard,Jeudi,Matin,Moyenne,38.3,4
1055,Sokodé,Kara,,,92.0,3982.0,35.0,30.0,Standard,Vendredi,Matin,Mauvaise,80.0,4
1056,Dapaong,Dapaong,502.0,5.0,103.0,3644.0,17.0,60.0,VIP,Samedi,Matin,Bonne,,5
1057,Dapaong,Dapaong,102.0,8.7,80.0,3214.0,53.0,70.0,Climatisé,Mercredi,Matin,Moyenne,59.8,5
1058,Lomé,Lomé,132.0,8.6,,9728.0,,60.0,Climatisé,Mercredi,Soir,Mauvaise,25.8,2
1059,Lomé,Kara,557.0,5.9,99.0,10781.0,5.0,70.0,Climatisé,,Après-midi,,58.9,3
1060,Tsévié,Kara,618.0,9.0,126.0,11171.0,,60.0,Standard,Mercredi,Soir,Moyenne,,1
1061,Sokodé,Kara,78.0,10.8,26.0,9916.0,50.0,30.0,Standard,,Matin,,37.2,2
1062,Kara,Dapaong,556.0,2.2,50.0,6635.0,,70.0,Climatisé,,Matin,Moyenne,49.7,1
1063,Lomé,Dapaong,595.0,4.6,27.0,3443.0,51.0,40.0,Standard,Samedi,Soir,Moyenne,22.0,1
1064,Kara,Atakpamé,203.0,2.8,107.0,7940.0,33.0,50.0,Climatisé,Mardi,Soir,Mauvaise,68.3,4
1065,Lomé,Dapaong,239.0,3.4,87.0,3854.0,24.0,30.0,Standard,Dimanche,Soir,Moyenne,42.6,1
1066,Sokodé,Tsévié,269.0,,58.0,1650.0,25.0,30.0,Standard,Mardi,Soir,Moyenne,39.1,1
1067,Tsévié,Tsévié,119.0,11.6,25.0,9309.0,38.0,30.0,VIP,Mercredi,Après-midi,Bonne,69.0,3
1068,Tsévié,Sokodé,408.0,8.9,33.0,4416.0,34.0,,Climatisé,Mardi,,Bonne,51.8,2
1069,Atakpamé,Lomé,65.0,7.6,40.0,2578.0,66.0,50.0,Climatisé,Vendredi,Matin,Mauvaise,38.3,2
1070,Lomé,Lomé,141.0,7.7,,8029.0,54.0,40.0,Climatisé,Dimanche,Après-midi,Mauvaise,,2
1071,Dapaong,Dapaong,387.0,2.5,173.0,4720.0,60.0,60.0,Climatisé,Jeudi,,Bonne,45.8,3
1072,Sokodé,Kara,132.0,5.3,,2246.0,34.0,40.0,VIP,Mercredi,Soir,Bonne,68.1,4
1073,Kara,Lomé,579.0,10.9,163.0,,16.0,,Climatisé,Mercredi,Après-midi,,64.8,3
1074,Lomé,Tsévié,455.0,1.6,69.0,6842.0,69.0,50.0,Climatisé,Jeudi,,Mauvaise,47.2,2
1075,Atakpamé,Dapaong,615.0,1.7,94.0,3109.0,17.0,70.0,Standard,Mardi,Matin,Bonne,68.9,1
1076,Atakpamé,Tsévié,481.0,4.4,42.0,9586.0,36.0,70.0,VIP,Mercredi,Matin,Bonne,36.3,4
1077,Atakpamé,Atakpamé,83.0,8.2,41.0,2576.0,79.0,70.0,Standard,Dimanche,Matin,,38.3,2
1078,,Sokodé,454.0,10.6,40.0,3226.0,,,Standard,Dimanche,,Mauvaise,69.1,5
1079,Tsévié,Sokodé,536.0,1.9,67.0,7802.0,62.0,70.0,Standard,Jeudi,Matin,Moyenne,77.8,1
1080,Atakpamé,Atakpamé,608.0,6.9,,7236.0,31.0,70.0,Standard,Vendredi,Après-midi,Moyenne,62.2,2
1081,Dapaong,Dapaong,600.0,8.1,143.0,,18.0,40.0,,Samedi,Après-midi,Moyenne,73.6,4
1082,Kara,Lomé,412.0,2.1,122.0,,46.0,40.0,Standard,,Matin,Mauvaise,24.6,4
1083,Tsévié,,407.0,6.5,101.0,6982.0,15.0,50.0,VIP,Mardi,Après-midi,Moyenne,65.8,5
1084,Kara,Dapaong,298.0,11.0,145.0,3856.0,37.0,,Climatisé,Mercredi,Après-midi,Mauvaise,42.0,2
1085,Dapaong,Tsévié,331.0,5.2,49.0,11766.0,,30.0,Climatisé,Vendredi,Matin,Moyenne,24.3,4
1086,Kara,Sokodé,519.0,6.4,131.0,,51.0,40.0,Standard,Lundi,Après-midi,Bonne,27.5,5
1087,Atakpamé,Atakpamé,465.0,7.5,128.0,2095.0,16.0,40.0,Climatisé,Dimanche,Soir,Mauvaise,75.0,2
1088,Atakpamé,Sokodé,539.0,2.9,131.0,4670.0,59.0,70.0,Standard,Lundi,Matin,Mauvaise,75.3,1
1089,Dapaong,Kara,,6.4,,7279.0,58.0,50.0,Climatisé,Vendredi,Soir,Moyenne,47.2,5
1090,Sokodé,Sokodé,462.0,7.0,12.0,8662.0,30.0,30.0,Climatisé,,Après-midi,Mauvaise,17.1,4
1091,Dapaong,Dapaong,,,154.0,5778.0,49.0,70.0,Climatisé,Mercredi,Après-midi,,63.3,4
1092,Dapaong,Atakpamé,100.0,9.4,155.0,2261.0,79.0,70.0,Standard,Vendredi,Matin,Moyenne,42.6,5
1093,Lomé,Tsévié,,2.8,177.0,,28.0,60.0,VIP,Samedi,,Moyenne,74.7,5
1094,Lomé,Atakpamé,636.0,4.0,140.0,2270.0,59.0,50.0,Standard,Vendredi,Soir,Bonne,60.1,5
1095,Sokodé,,367.0,8.3,132.0,8945.0,35.0,40.0,Standard,Jeudi,Matin,Moyenne,50.2,3
1096,Dapaong,Kara,559.0,4.5,168.0,,22.0,60.0,VIP,Lundi,,Mauvaise,32.4,1
1097,Lomé,Kara,161.0,2.5,153.0,11356.0,64.0,60.0,Climatisé,,Matin,Mauvaise,18.9,2
1098,,Kara,631.0,6.6,138.0,7674.0,59.0,50.0,Standard,Dimanche,Après-midi,Bonne,67.2,2
1099,,Dapaong,298.0,5.2,154.0,2645.0,,50.0,Standard,Dimanche,Soir,Moyenne,53.0,4
1100,Lomé,Lomé,233.0,6.2,42.0,,62.0,30.0,Climatisé,Dimanche,,Mauvaise,36.1,3
1101,Lomé,Kara,344.0,3.3,173.0,9137.0,24.0,30.0,Standard,Vendredi,Soir,Bonne,23.2,3
1102,Kara,Lomé,499.0,11.7,31.0,5184.0,79.0,70.0,Standard,Vendredi,Soir,Moyenne,43.1,3
1103,Tsévié,Sokodé,433.0,3.0,41.0,11807.0,51.0,60.0,,Mercredi,Soir,Bonne,,3
1104,Atakpamé,Kara,142.0,,69.0,11405.0,43.0,30.0,VIP,Samedi,Soir,Bonne,78.1,3
1105,Dapaong,Sokodé,323.0,,73.0,6835.0,14.0,60.0,VIP,Samedi,Soir,Moyenne,51.4,5
1106,Sokodé,Lomé,620.0,11.1,41.0,3223.0,28.0,50.0,Standard,,Matin,Moyenne,69.3,2
1107,Dapaong,Atakpamé,421.0,2.4,176.0,4447.0,23.0,70.0,Climatisé,Vendredi,Matin,Mauvaise,74.0,1
1108,Dapaong,Atakpamé,144.0,8.0,43.0,3758.0,48.0,50.0,VIP,Jeudi,Après-midi,Mauvaise,34.6,2
1109,Dapaong,Atakpamé,,3.3,120.0,5727.0,6.0,50.0,,Mercredi,Soir,Bonne,34.9,5
1110,Sokodé,Tsévié,169.0,8.3,13.0,10035.0,44.0,30.0,VIP,,Soir,Moyenne,42.7,1
1111,Atakpamé,Sokodé,155.0,7.5,52.0,6249.0,54.0,70.0,Standard,Samedi,Matin,Bonne,45.9,4
1112,Dapaong,Dapaong,154.0,,132.0,7034.0,5.0,50.0,Climatisé,,Matin,Moyenne,23.5,4
1113,Tsévié,Atakpamé,,2.0,,8429.0,33.0,30.0,Standard,Vendredi,Après-midi,Mauvaise,25.1,5
1114,Lomé,Tsévié,356.0,2.7,,5393.0,10.0,60.0,Climatisé,Samedi,Soir,Mauvaise,53.2,2
1115,Kara,Dapaong,330.0,8.9,169.0,9538.0,62.0,,Climatisé,Mercredi,Matin,Bonne,,5
1116,Atakpamé,Atakpamé,80.0,3.8,10.0,2332.0,66.0,60.0,VIP,Lundi,Soir,,24.9,3
1117,Atakpamé,Sokodé,179.0,1.5,173.0,3605.0,37.0,70.0,VIP,Jeudi,Après-midi,Mauvaise,26.4,5
1118,,Sokodé,127.0,10.7,31.0,9630.0,10.0,40.0,Standard,Vendredi,Soir,Bonne,37.0,5
1119,Sokodé,Kara,429.0,11.7,160.0,9511.0,32.0,50.0,,Jeudi,Après-midi,Moyenne,59.7,3
1120,Atakpamé,Sokodé,124.0,4.5,,9576.0,21.0,60.0,Standard,,Matin,Mauvaise,46.2,4
1121,Kara,,536.0,5.1,65.0,10317.0,66.0,40.0,VIP,Mardi,Après-midi,Moyenne,62.0,5
1122,Kara,Kara,552.0,4.7,77.0,4099.0,41.0,70.0,VIP,Lundi,Après-midi,Moyenne,18.6,1
1123,,Atakpamé,253.0,8.3,81.0,11748.0,60.0,30.0,Climatisé,Jeudi,Après-midi,Moyenne,28.5,1
1124,Tsévié,Sokodé,593.0,6.0,147.0,3650.0,68.0,30.0,Climatisé,Mercredi,Soir,Bonne,32.7,1
